gene_symbol	phenotypes
PRSS56	"Microphthalmia, isolated 6, 613517 (3), Autosomal recessive"
CHRND	"?Myasthenic syndrome, congenital, 3C, associated with acetylcholine receptor deficiency, 616323 (3), Autosomal recessive; ?Myasthenic syndrome, congenital, 3A, slow-channel, 616321 (3), Autosomal dominant; Myasthenic syndrome, congenital, 3B, fast-channel, 616322 (3), Autosomal recessive; Multiple pterygium syndrome, lethal type, 253290 (3), Autosomal recessive"
CHRNG	"Escobar syndrome, 265000 (3), Autosomal recessive; Multiple pterygium syndrome, lethal type, 253290 (3), Autosomal recessive"
GIGYF2	"{Parkinson disease 11}, 607688 (3)"
KCNJ13	"Leber congenital amaurosis 16, 614186 (3), Autosomal recessive; Snowflake vitreoretinal degeneration, 193230 (3), Autosomal dominant"
ATG16L1	"{Inflammatory bowel disease (Crohn disease) 10}, 611081 (3)"
SAG	"Oguchi disease-1, 258100 (3), Autosomal recessive; Retinitis pigmentosa 47, 613758 (3)"
UGT1A1	"[Gilbert syndrome], 143500 (3), Autosomal recessive; Hyperbilirubinemia, familial transient neonatal, 237900 (3), Autosomal recessive; Crigler-Najjar syndrome, type I, 218800 (3), Autosomal recessive; Crigler-Najjar syndrome, type II, 606785 (3), Autosomal recessive; [Bilirubin, serum level of, QTL1], 601816 (3)"
COL6A3	"Bethlem myopathy 1, 158810 (3), Autosomal recessive, Autosomal dominant; Dystonia 27, 616411 (3), Autosomal recessive; Ullrich congenital muscular dystrophy 1, 254090 (3), Autosomal recessive, Autosomal dominant"
MLPH	"Griscelli syndrome, type 3, 609227 (3), Autosomal recessive"
PER2	"?Advanced sleep phase syndrome, familial, 1, 604348 (3), Autosomal dominant"
TRAF3IP1	"Senior-Loken syndrome 9, 616629 (3), Autosomal recessive"
TWIST2	"Focal facial dermal dysplasia 3, Setleis type, 227260 (3), Autosomal recessive; Ablepharon-macrostomia syndrome, 200110 (3), Autosomal dominant; Barber-Say syndrome, 209885 (3), Autosomal dominant"
NDUFA10	"Mitochondrial complex I deficiency, nuclear type 22, 618243 (3), Autosomal recessive"
CAPN10	"{Diabetes mellitus, noninsulin-dependent 1}, 601283 (3)"
KIF1A	"NESCAV syndrome, 614255 (3), Autosomal dominant; Spastic paraplegia 30, autosomal dominant, 610357 (3), Autosomal recessive; Neuropathy, hereditary sensory, type IIC, 614213 (3), Autosomal recessive; Spastic paraplegia 30, autosomal recessive, 610357 (3), Autosomal recessive"
AGXT	"Hyperoxaluria, primary, type 1, 259900 (3), Autosomal recessive"
D2HGDH	"D-2-hydroxyglutaric aciduria, 600721 (3), Autosomal recessive"
PDCD1	"{Systemic lupus erythematosus, susceptibility to, 2}, 605218 (3); {Multiple sclerosis, disease progression, modifier of}, 126200 (3), Multifactorial"
TRNT1	"Sideroblastic anemia with B-cell immunodeficiency, periodic fevers, and developmental delay, 616084 (3), Autosomal recessive; Retinitis pigmentosa and erythrocytic microcytosis, 616959 (3), Autosomal recessive"
CRBN	"Mental retardation, autosomal recessive 2, 607417 (3), Autosomal recessive"
SUMF1	"Multiple sulfatase deficiency, 272200 (3), Autosomal recessive"
ITPR1	"Spinocerebellar ataxia 29, congenital nonprogressive, 117360 (3), Autosomal dominant; Spinocerebellar ataxia 15, 606658 (3), Autosomal dominant; Gillespie syndrome, 206700 (3), Autosomal recessive, Autosomal dominant"
CAV3	"Creatine phosphokinase, elevated serum, 123320 (3), Autosomal dominant; Long QT syndrome 9, 611818 (3), Autosomal dominant; Myopathy, distal, Tateyama type, 614321 (3), Autosomal dominant; Rippling muscle disease 2, 606072 (3), Autosomal dominant; Cardiomyopathy, familial hypertrophic, 192600 (3), Autosomal dominant, Digenic dominant"
SETD5	"Mental retardation, autosomal dominant 23, 615761 (3), Autosomal dominant"
MTMR14	"{Centronuclear myopathy, autosomal, modifier of}, 160150 (3), Autosomal dominant"
BRPF1	"Intellectual developmental disorder with dysmorphic facies and ptosis, 617333 (3), Autosomal dominant"
OGG1	"Renal cell carcinoma, clear cell, somatic, 144700 (3)"
CIDEC	"?Lipodystrophy, familial partial, type 5, 615238 (3), Autosomal recessive"
JAGN1	"Neutropenia, severe congenital, 6, autosomal recessive, 616022 (3), Autosomal recessive"
IL17RC	"Candidiasis, familial, 9, 616445 (3), Autosomal recessive"
CRELD1	"Atrioventricular septal defect, partial, with heterotaxy syndrome, 606217 (3), Autosomal dominant; {Atrioventricular septal defect, susceptibility to, 2}, 606217 (3), Autosomal dominant"
FANCD2	"Fanconi anemia, complementation group D2, 227646 (3), Autosomal recessive"
VHL	"Pheochromocytoma, 171300 (3), Autosomal dominant; Erythrocytosis, familial, 2, 263400 (3), Autosomal recessive; von Hippel-Lindau syndrome, 193300 (3), Autosomal dominant; Renal cell carcinoma, somatic, 144700 (3); Hemangioblastoma, cerebellar, somatic (3)"
GHRL	"{Obesity, susceptibility to}, 601665 (3), Autosomal recessive, Multifactorial, Autosomal dominant"
ATP2B2	"{Deafness, autosomal recessive 12, modifier of}, 601386 (3), Autosomal recessive"
SLC6A1	"Myoclonic-atonic epilepsy, 616421 (3), Autosomal dominant"
SYN2	"{Schizophrenia, susceptibility to}, 181500 (3), Autosomal dominant"
PPARG	"[Obesity, resistance to] (3); Carotid intimal medial thickness 1, 609338 (3); {Diabetes, type 2}, 125853 (3), Autosomal dominant; Insulin resistance, severe, digenic, 604367 (3), Autosomal dominant; Obesity, severe, 601665 (3), Autosomal recessive, Multifactorial, Autosomal dominant; Lipodystrophy, familial partial, type 3, 604367 (3), Autosomal dominant"
TSEN2	"Pontocerebellar hypoplasia type 2B, 612389 (3), Autosomal recessive"
RAF1	"LEOPARD syndrome 2, 611554 (3); Noonan syndrome 5, 611553 (3), Autosomal dominant; Cardiomyopathy, dilated, 1NN, 615916 (3), Autosomal dominant"
IQSEC1	"Intellectual developmental disorder with short stature and behavioral abnormalities, 618687 (3), Autosomal recessive"
WNT7A	"Fuhrmann syndrome, 228930 (3), Autosomal recessive; Ulna and fibula, absence of, with severe limb deficiency, 276820 (3), Autosomal recessive"
TMEM43	"Emery-Dreifuss muscular dystrophy 7, AD, 614302 (3), Autosomal dominant; Arrhythmogenic right ventricular dysplasia 5, 604400 (3), Autosomal dominant"
XPC	"Xeroderma pigmentosum, group C, 278720 (3), Autosomal recessive"
CCDC174	"Hypotonia, infantile, with psychomotor retardation, 616816 (3), Autosomal recessive"
COLQ	"Myasthenic syndrome, congenital, 5, 603034 (3), Autosomal recessive"
BTD	"Biotinidase deficiency, 253260 (3), Autosomal recessive"
DAZL	"{Spermatogenic failure, susceptibility to} (3)"
SGO1	"Chronic atrial and intestinal dysrhythmia, 616201 (3), Autosomal recessive"
RPL15	"?Diamond-Blackfan anemia 12, 615550 (3), Autosomal dominant"
THRB	"Thyroid hormone resistance, 188570 (3), Autosomal dominant; Thyroid hormone resistance, selective pituitary, 145650 (3), Autosomal dominant; Thyroid hormone resistance, autosomal recessive, 274300 (3), Autosomal recessive"
RARB	"Microphthalmia, syndromic 12, 615524 (3), Autosomal recessive, Autosomal dominant"
NGLY1	"Congenital disorder of deglycosylation, 615273 (3), Autosomal recessive"
NEK10	"Ciliary dyskinesia, primary, 44, 618781 (3), Autosomal recessive"
TGFBR2	"Esophageal cancer, somatic, 133239 (3); Colorectal cancer, hereditary nonpolyposis, type 6, 614331 (3); Loeys-Dietz syndrome 2, 610168 (3), Autosomal dominant"
STT3B	"?Congenital disorder of glycosylation, type Ix, 615597 (3), Autosomal recessive"
GPD1L	"Brugada syndrome 2, 611777 (3)"
TRIM71	"Hydrocephalus, congenital communicating, 1, 618667 (3), Autosomal dominant"
GLB1	"GM1-gangliosidosis, type III, 230650 (3), Autosomal recessive; GM1-gangliosidosis, type I, 230500 (3), Autosomal recessive; Mucopolysaccharidosis type IVB (Morquio), 253010 (3), Autosomal recessive; GM1-gangliosidosis, type II, 230600 (3), Autosomal recessive"
CRTAP	"Osteogenesis imperfecta, type VII, 610682 (3), Autosomal recessive"
MLH1	"Mismatch repair cancer syndrome, 276300 (3), Autosomal recessive; Colorectal cancer, hereditary nonpolyposis, type 2, 609310 (3); Muir-Torre syndrome, 158320 (3), Autosomal dominant"
PLCD1	"Nail disorder, nonsyndromic congenital, 3, (leukonychia), 151600 (3), Autosomal recessive, Autosomal dominant"
MYD88	"Pyogenic bacterial infections, recurrent, due to MYD88 deficiency, 612260 (3); Macroglobulinemia, Waldenstrom, somatic, 153600 (3)"
ACVR2B	"Heterotaxy, visceral, 4, autosomal, 613751 (3)"
SCN5A	"Atrial fibrillation, familial, 10, 614022 (3), Autosomal dominant; Sick sinus syndrome 1, 608567 (3), Autosomal recessive; {Sudden infant death syndrome, susceptibility to}, 272120 (3), Autosomal recessive; Ventricular fibrillation, familial, 1, 603829 (3); Long QT syndrome 3, 603830 (3), Autosomal dominant; Heart block, nonprogressive, 113900 (3), Autosomal dominant; Cardiomyopathy, dilated, 1E, 601154 (3), Autosomal dominant; Brugada syndrome 1, 601144 (3), Autosomal dominant; Heart block, progressive, type IA, 113900 (3), Autosomal dominant"
SCN10A	"Episodic pain syndrome, familial, 2, 615551 (3), Autosomal dominant"
SCN11A	"Neuropathy, hereditary sensory and autonomic, type VII, 615548 (3), Autosomal dominant; Episodic pain syndrome, familial, 3, 615552 (3), Autosomal dominant"
TTC21A	"Spermatogenic failure 37, 618429 (3), Autosomal recessive"
CX3CR1	"{Rapid progression to AIDS from HIV1 infection}, 609423 (3); {Macular degeneration, age-related, 12}, 613784 (3); {Coronary artery disease, resistance to}, 607339 (3)"
SLC25A38	"Anemia, sideroblastic, 2, pyridoxine-refractory, 205950 (3), Autosomal recessive"
RPSA	"Asplenia, isolated congenital, 271400 (3), Autosomal dominant"
CTNNB1	"Ovarian cancer, somatic, 167000 (3); Colorectal cancer, somatic, 114500 (3); Medulloblastoma, somatic, 155255 (3); Hepatocellular carcinoma, somatic, 114550 (3); Pilomatricoma, somatic, 132600 (3); Neurodevelopmental disorder with spastic diplegia and visual defects, 615075 (3), Autosomal dominant; Exudative vitreoretinopathy 7, 617572 (3), Autosomal dominant"
TRAK1	"Epileptic encephalopathy, early infantile, 68, 618201 (3), Autosomal recessive"
KLHL40	"Nemaline myopathy 8, autosomal recessive, 615348 (3), Autosomal recessive"
POMGNT2	"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies, type A, 8, 614830 (3), Autosomal recessive; Muscular dystrophy-dystroglycanopathy (limb-girdle) type C, 8, 618135 (3), Autosomal recessive"
ANO10	"Spinocerebellar ataxia, autosomal recessive 10, 613728 (3), Autosomal recessive"
ABHD5	"Chanarin-Dorfman syndrome, 275630 (3), Autosomal recessive"
LARS2	"Perrault syndrome 4, 615300 (3), Autosomal recessive; ?Hydrops, lactic acidosis, and sideroblastic anemia, 617021 (3), Autosomal recessive"
SLC6A20	"Iminoglycinuria, digenic, 242600 (3), Autosomal recessive, Digenic recessive; Hyperglycinuria, 138500 (3), Autosomal dominant"
LZTFL1	"Bardet-Biedl syndrome 17, 615994 (3), Autosomal recessive"
FYCO1	"Cataract 18, autosomal recessive, 610019 (3), Autosomal recessive"
CCR2	"{HIV infection, susceptibility/resistance to} (3)"
CCR5	"{Diabetes mellitus, insulin-dependent, 22}, 612522 (3); {HIV infection, susceptibility/resistance to} (3); {Hepatitis C virus, resistance to}, 609532 (3); {West nile virus, susceptibility to}, 610379 (3)"
TDGF1	Forebrain defects (3)
TMIE	"Deafness, autosomal recessive 6, 600971 (3), Autosomal recessive"
MYL3	"Cardiomyopathy, hypertrophic, 8, 608751 (3), Autosomal recessive, Autosomal dominant"
PTH1R	"Metaphyseal chondrodysplasia, Murk Jansen type, 156400 (3), Autosomal dominant; Failure of tooth eruption, primary, 125350 (3), Autosomal dominant; Eiken syndrome, 600002 (3), Autosomal recessive; Chondrodysplasia, Blomstrand type, 215045 (3), Autosomal recessive"
NBEAL2	"Gray platelet syndrome, 139090 (3), Autosomal recessive"
SETD2	"Luscan-Lumish syndrome, 616831 (3), Autosomal dominant"
DHX30	"Neurodevelopmental disorder with severe motor impairment and absent language, 617804 (3), Autosomal dominant"
TREX1	"{Systemic lupus erythematosus, susceptibility to}, 152700 (3), Autosomal dominant; Vasculopathy, retinal, with cerebral leukodystrophy, 192315 (3), Autosomal dominant; Aicardi-Goutieres syndrome 1, dominant and recessive, 225750 (3), Autosomal recessive, Autosomal dominant; Chilblain lupus, 610448 (3), Autosomal dominant"
COL7A1	"EBD inversa, 226600 (3), Autosomal recessive; Epidermolysis bullosa dystrophica, AR, 226600 (3), Autosomal recessive; Toenail dystrophy, isolated, 607523 (3), Autosomal dominant; EBD, localisata variant (3); EBD, Bart type, 132000 (3), Autosomal dominant; Transient bullous of the newborn, 131705 (3), Autosomal recessive, Autosomal dominant; Epidermolysis bullosa dystrophica, AD, 131750 (3), Autosomal dominant; Epidermolysis bullosa pruriginosa, 604129 (3), Autosomal recessive, Autosomal dominant; Epidermolysis bullosa, pretibial, 131850 (3), Autosomal recessive, Autosomal dominant"
SLC25A20	"Carnitine-acylcarnitine translocase deficiency, 212138 (3), Autosomal recessive"
P4HTM	"Hypotonia, hypoventilation, impaired intellectual development, dysautonomia, epilepsy, and eye abnormalities, 618493 (3), Autosomal recessive"
NDUFAF3	"Mitochondrial complex I deficiency, nuclear type 18, 618240 (3), Autosomal recessive"
IMPDH2	"[IMPDH2 enzyme activity, variation in], 617995 (3)"
QRICH1	"Ververi-Brady syndrome, 617982 (3), Autosomal dominant"
QARS1	"Microcephaly, progressive, seizures, and cerebral and cerebellar atrophy, 615760 (3), Autosomal recessive"
LAMB2	"Nephrotic syndrome, type 5, with or without ocular abnormalities, 614199 (3); Pierson syndrome, 609049 (3), Autosomal recessive"
KLHDC8B	"{Hodgkin lymphoma, susceptibility to}, 236000 (3), Autosomal recessive"
GPX1	"Hemolytic anemia due to glutathione peroxidase deficiency, 614164 (1), Autosomal recessive"
RHOA	"Ectodermal dysplasia with facial dysmorphism and acral, ocular, and brain anomalies, somatic mosaic, 618727 (3)"
AMT	"Glycine encephalopathy, 605899 (3), Autosomal recessive"
DAG1	"Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 9, 613818 (3), Autosomal recessive; Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 9, 616538 (3), Autosomal recessive"
GMPPB	"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 14, 615350 (3), Autosomal recessive; Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 14, 615351 (3), Autosomal recessive; Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 14, 615352 (3), Autosomal recessive"
TRAIP	"Seckel syndrome 9, 616777 (3), Autosomal recessive"
MST1R	"{Nasopharyngeal carcinoma, susceptibility to, 3}, 617075 (3), Autosomal dominant"
GNAT1	"Night blindness, congenital stationary, type 1G, 616389 (3), Autosomal recessive; Night blindness, congenital stationary, autosomal dominant 3, 610444 (3), Autosomal dominant"
GNAI2	"Ventricular tachycardia, idiopathic, 192605 (3), Autosomal dominant; Pituitary adenoma, ACTH-secreting, somatic (3)"
HYAL1	"?Mucopolysaccharidosis type IX, 601492 (3), Autosomal recessive"
ZMYND10	"Ciliary dyskinesia, primary, 22, 615444 (3), Autosomal recessive"
NPRL2	"Epilepsy, familial focal, with variable foci 2, 617116 (3), Autosomal dominant"
CACNA2D2	"Cerebellar atrophy with seizures and variable developmental delay, 618501 (3), Autosomal recessive"
CISH	"{Malaria, susceptibility to}, 611162 (3); {Tuberculosis, susceptibility to}, 607948 (3); {Bacteremia, susceptibility to}, 614383 (3)"
MAPKAPK3	"?Macular dystrophy, patterned, 3, 617111 (3), Autosomal dominant"
DOCK3	"Neurodevelopmental disorder with impaired intellectual development, hypotonia, and ataxia, 618292 (3), Autosomal recessive"
ACY1	"Aminoacylase 1 deficiency, 609924 (3), Autosomal recessive"
POC1A	"Short stature, onychodysplasia, facial dysmorphism, and hypotrichosis, 614813 (3), Autosomal recessive"
GLYCTK	"D-glyceric aciduria, 220120 (3), Autosomal recessive"
DNAH1	"?Ciliary dyskinesia, primary, 37, 617577 (3), Autosomal recessive; Spermatogenic failure 18, 617576 (3), Autosomal recessive"
BAP1	"Tumor predisposition syndrome, 614327 (3), Autosomal dominant"
TNNC1	"Cardiomyopathy, hypertrophic, 13, 613243 (3), Autosomal dominant; Cardiomyopathy, dilated, 1Z, 611879 (3)"
RFT1	"Congenital disorder of glycosylation, type In, 612015 (3), Autosomal recessive"
PRKCD	"Autoimmune lymphoproliferative syndrome, type III, 615559 (3), Autosomal recessive"
TKT	"Short stature, developmental delay, and congenital heart defects, 617044 (3), Autosomal recessive"
CACNA1D	"Primary aldosteronism, seizures, and neurologic abnormalities, 615474 (3), Autosomal dominant; Sinoatrial node dysfunction and deafness, 614896 (3), Autosomal recessive"
WNT5A	"Robinow syndrome, autosomal dominant 1, 180700 (3), Autosomal dominant"
IL17RD	"Hypogonadotropic hypogonadism 18 with or without anosmia, 615267 (3), Autosomal recessive, Autosomal dominant, Digenic dominant"
HESX1	"Pituitary hormone deficiency, combined, 5, 182230 (3), Autosomal recessive, Autosomal dominant; Septooptic dysplasia, 182230 (3), Autosomal recessive, Autosomal dominant; Growth hormone deficiency with pituitary anomalies, 182230 (3), Autosomal recessive, Autosomal dominant"
APPL1	"{Maturity-onset diabetes of the young, type 14}, 616511 (3), Autosomal dominant"
FLNB	"Larsen syndrome, 150250 (3), Autosomal dominant; Atelosteogenesis, type I, 108720 (3), Autosomal dominant; Boomerang dysplasia, 112310 (3), Autosomal dominant; Spondylocarpotarsal synostosis syndrome, 272460 (3), Autosomal recessive; Atelosteogenesis, type III, 108721 (3), Autosomal dominant"
DNASE1L3	"Systemic lupus erythematosus 16, 614420 (3), Autosomal recessive"
PDHB	"Pyruvate dehydrogenase E1-beta deficiency, 614111 (3)"
ACOX2	"Bile acid synthesis defect, congenital, 6, 617308 (3), Autosomal recessive"
ATXN7	"Spinocerebellar ataxia 7, 164500 (3), Autosomal dominant"
SLC25A26	"Combined oxidative phosphorylation deficiency 28, 616794 (3), Autosomal recessive"
